"Category","Posting Date","Location","Description","Payment Method","Amount",,
"Retail / Department Stores",02/04/10,"CULVER CITY,CA","BEST BUY MHT  00001792 CULVER CITY CA","Credit Card XXXX-XXXX-XXXX-8836",$142.65,,
"Retail / Department Stores",02/02/10,"3103703365,CA","SQLFUSION 3103703365 CA","Credit Card XXXX-XXXX-XXXX-8836",$24.00,,
"Utilities / Telecom",12/26/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","BUSINESS CARD XXXX-XXXX-XXXX-5310",$10.45,,
"Utilities / Telecom",12/10/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",12/03/10," ","RECUR DEBIT CRD PMT12/02 CLEAR                   888-253-2794  WA 425907XXXXXX4792 337040002591145                               ?MCC=4816 01","Check Card/ATM Card XXXX-XXXX-XXXX-4792",$37.38,,
"Utilities / Telecom",12/02/10,"08004515817,CA","COLOFT 08004515817 CA","BUSINESSLINE? XXXX-XXXX-XXXX-7063",$115.00,,
"Utilities / Telecom",11/27/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$229.95,,
"Utilities / Telecom",11/27/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",11/27/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$121.28,,
"Utilities / Telecom",11/10/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",11/02/10,"08004515817,CA","COLOFT 08004515817 CA","BUSINESSLINE? XXXX-XXXX-XXXX-7063",$25.00,,
"Utilities / Telecom",11/02/10," ","RECUR DEBIT CRD PMT11/01 CLEAR                   888-253-2794  WA 425907XXXXXX4792 306040001881694                               ?MCC=4816 01","Check Card/ATM Card XXXX-XXXX-XXXX-4792",$37.38,,
"Utilities / Telecom",10/31/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","BUSINESS CARD XXXX-XXXX-XXXX-5310",$10.45,,
"Utilities / Telecom",10/13/10,"877-731-4442,NY","REGISTER.COM*115A782EJ 877-731-4442 NY","BUSINESSLINE? XXXX-XXXX-XXXX-7063",$72.00,,
"Utilities / Telecom",10/11/10,"08004515817,CA","COLOFT 08004515817 CA","BUSINESSLINE? XXXX-XXXX-XXXX-7063",$25.00,,
"Utilities / Telecom",10/02/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$114.07,,
"Utilities / Telecom",10/02/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",10/02/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$119.86,,
"Utilities / Telecom",09/28/10,"212-379-4043,NY","CALLCENTRIC 212-379-4043 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.00,,
"Utilities / Telecom",09/27/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$5.00,,
"Utilities / Telecom",09/26/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",09/25/10,"480-5058855,AZ","GODADDY.COM 480-5058855 AZ","Credit Card XXXX-XXXX-XXXX-8836",$49.99,,
"Utilities / Telecom",09/21/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$50.00,,
"Utilities / Telecom",09/02/10,"800-451-5817,CA","COLOFT 800-451-5817 CA","Credit Card XXXX-XXXX-XXXX-8836",$25.00,,
"Utilities / Telecom",08/28/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$170.32,,
"Utilities / Telecom",08/28/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$178.06,,
"Utilities / Telecom",08/26/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",07/27/10,"212-3794043,NY","CALLCENTRIC  INC 212-3794043 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",07/22/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$24.06,,
"Utilities / Telecom",07/22/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",07/22/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$89.03,,
"Utilities / Telecom",06/12/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$344.35,,
"Utilities / Telecom",06/11/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",06/11/10,"877-731-4442,NY","REGISTER.COM*1145CCDBJ 877-731-4442 NY","Credit Card XXXX-XXXX-XXXX-8836",$38.00,,
"Utilities / Telecom",06/02/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",06/02/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$89.03,,
"Utilities / Telecom",05/29/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$101.45,,
"Utilities / Telecom",05/27/10,"212-3794043,NY","CALLCENTRIC  INC 212-3794043 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",05/19/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$50.00,,
"Utilities / Telecom",05/11/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",05/03/10,"212-3794043,NY","CALLCENTRIC  INC 212-3794043 NY","Credit Card XXXX-XXXX-XXXX-8836",$50.00,,
"Utilities / Telecom",05/01/10,"LOS ANGELES","Bus: Telephone-AT&T","SQLFusion LLC checking XXXXXX6152",$115.40,,
"Utilities / Telecom",05/01/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$89.04,,
"Utilities / Telecom",04/27/10,"800-833-6687,WA","ADOBE SYSTEMS, INC. 800-833-6687 WA","Credit Card XXXX-XXXX-XXXX-8836",$599.00,,
"Utilities / Telecom",04/27/10,"212-379-4000,NY","CALLCENTRIC INC 212-379-4000 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",03/26/10,"212-379-4027,NY","CALLCENTRIC 212-379-4027 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",03/24/10,"212-3794043,NY","CALLCENTRIC  INC 212-3794043 NY","Credit Card XXXX-XXXX-XXXX-8836",$50.00,,
"Utilities / Telecom",03/23/10,"LOS ANGELES","Bus: Telephone-CINGULAR SQL","SQLFusion LLC checking XXXXXX6152",$142.43,,
"Utilities / Telecom",03/23/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",03/23/10,"LOS ANGELES","Bus: Telephone-T-MOBILE","SQLFusion LLC checking XXXXXX6152",$214.75,,
"Utilities / Telecom",03/02/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",02/26/10,"212-379-4027,NY","CALLCENTRIC 212-379-4027 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",02/10/10,"LOS ANGELES","Bus: Telephone-CINGULAR SQL","SQLFusion LLC checking XXXXXX6152",$216.55,,
"Utilities / Telecom",02/09/10,"800-937-8997,WA","T-MOBILE.COM*PAYMENT 800-937-8997 WA","Credit Card XXXX-XXXX-XXXX-8836",$230.33,,
"Utilities / Telecom",01/27/10,"Encino","Bus: Telephone-NET2EZ","SQLFusion LLC checking XXXXXX6152",$750.00,,
"Utilities / Telecom",01/27/10,"212-379-4027,NY","CALLCENTRIC 212-379-4027 NY","Credit Card XXXX-XXXX-XXXX-8836",$10.45,,
"Utilities / Telecom",01/27/10,"212-379-4027,NY","CALLCENTRIC 212-379-4027 NY","Credit Card XXXX-XXXX-XXXX-8836",$50.00,,
"Utilities / Telecom",01/25/10,"800-331-0500,GA","ATTM*829440111NBI 800-331-0500 GA","Credit Card XXXX-XXXX-XXXX-8836",$203.95,,
,,,,,"$198,546.43",7935,
,,,,,272437,252070.94,12431.06
,,,,,"$73,890.57",,
